target,Param,mean_PV,sd_PV,hpd_3%_PV,hpd_97%_PV,mcse_mean_PV,mcse_sd_PV,ess_mean_PV,ess_sd_PV,ess_bulk_PV,ess_tail_PV,r_hat_PV,class_PV,FC_PV,SigFactor_PV,Status_PV,mean_CVB,sd_CVB,hpd_3%_CVB,hpd_97%_CVB,mcse_mean_CVB,mcse_sd_CVB,ess_mean_CVB,ess_sd_CVB,ess_bulk_CVB,ess_tail_CVB,r_hat_CVB,class_CVB,FC_CVB,SigFactor_CVB,Status_CVB,CVB_PV
MRTO4,k,0.25,0.989,-1.583,2.117,0.014,0.01,4832,4832,4871,6994,1,NA,3.96578428466209,2.82399953520093,Unchanged,-0.319,1.202,-2.561,1.987,0.013,0.01,8510,7651,8752,9412,1,NA,0.510057691707265,0.484188154052302,Unchanged,NA
MRTO4,sigma,3.732,0.48,2.856,4.678,0.006,0.004,6997,6997,6914,6331,1,NA,0.800317136175211,0.736546935198482,Unchanged,3.356,0.463,2.515,4.255,0.004,0.003,12564,12564,12182,9193,1,NA,1.95097576799534,2.86771793750664,Up,NA
MTA1,MP,8.566,1.145,6.246,9.713,0.55,0.423,4,4,4,31,3.59,NA,0.524520169139566,0.722542633713094,Unchanged,8.393,0.129,8.153,8.633,0.001,0.001,11339,11325,11394,12570,1,NA,0.053581969354622,0.184349396011094,Unchanged,Unchanged Unchanged
MTA1,Max,25.074,1.334,24.353,27.445,0.065,0.046,422,422,14,28,2.89,NA,0.779532258053282,0.469125045450127,Unchanged,27.229,0.804,25.734,28.754,0.008,0.006,9085,9066,9107,10726,1,NA,0.79925792389808,0.596245337868076,Unchanged,Unchanged Unchanged
MTA1,Slope,35.816,22.812,1.886,66.778,8.869,6.57,7,7,8,34,1.86,NA,3.79348467478554,0.497495033253138,Unchanged,0.982,0.105,0.788,1.174,0.001,0.001,9157,9092,9246,10902,1,NA,-0.0305266762974875,-0.1347286780924,Unchanged,NA
MTA1,dof,0.499,1.924,0.075,0.902,0.285,0.203,46,46,5,20,3.01,NA,-1.76076493907272,-2.20221075905181,Down,8.241,5.365,0.909,18.243,0.05,0.035,11529,11529,8408,7650,1,NA,2.22396885023949,0.578708027333957,Unchanged,NA
MTA1,k,0.057,0.536,-0.366,0.803,0.009,0.021,3226,333,15,28,2.15,NA,1.83289001416474,2.32201780228807,Unchanged,-0.435,0.433,-1.28,0.354,0.005,0.004,8642,6900,8993,9114,1,NA,0.957516668678486,1.51644060128639,Unchanged,NA
MTA1,sigma,0.667,1.885,0,2.678,0.559,0.406,11,11,5,14,3.38,NA,-1.68387318349196,-1.27825232510298,Unchanged,1.342,0.257,0.857,1.836,0.003,0.002,8651,8651,8743,5956,1,NA,0.628617723755704,1.23184044021625,Unchanged,NA
MTCH2,MP,5.663,0.285,5.083,6.013,0.005,0.004,2715,2710,2809,3934,1,NA,-0.0725349782638946,-0.192923093422092,Unchanged,8.096,0.168,7.799,8.392,0.004,0.003,2063,2042,2143,3679,1,NA,0.00160467857710429,0.00496711681964636,Unchanged,Unchanged Unchanged
MTCH2,Max,14.938,1.26,12.661,17.371,0.02,0.014,4085,4085,4022,6004,1,NA,0.0323270968917455,0.0157626968014395,Unchanged,17.84,0.467,16.978,18.778,0.005,0.004,7355,7281,7715,8602,1,NA,0.189229539570492,0.182849676888033,Unchanged,Unchanged Unchanged
MTCH2,Slope,21.005,24.967,0.784,69.348,0.49,0.346,2599,2599,2481,6376,1,NA,3.02361323725588,0.385766188463753,Unchanged,1.065,0.153,0.791,1.337,0.003,0.002,2283,2218,2506,4510,1,NA,0.0865318245010201,0.321109917482148,Unchanged,NA
MTCH2,dof,3.597,2.738,0.776,8.288,0.041,0.029,4523,4523,4030,6266,1,NA,1.0889174997254,0.451884495605184,Unchanged,4.739,4.451,0.468,13.226,0.068,0.048,4332,4332,1196,517,1,NA,1.42573210007508,0.432440968647975,Unchanged,NA
MTCH2,k,0.394,0.992,-1.46,2.326,0.015,0.01,4516,4516,4509,5859,1,NA,4.62205181945638,3.25372542437713,Unchanged,-0.13,0.314,-0.782,0.423,0.004,0.003,6034,5130,6373,7800,1,NA,-0.784987109029149,-1.44768504568631,Unchanged,NA
MTCH2,sigma,3.249,0.81,1.803,4.792,0.013,0.009,3999,3999,3932,5015,1,NA,0.600363893652936,0.431384071498887,Unchanged,0.859,0.31,0.264,1.38,0.009,0.007,1128,1128,1023,380,1,NA,-0.0150369113060158,-0.0275985155059564,Unchanged,NA
MTDH,MP,6.029,0.064,5.937,6.164,0.001,0.001,2908,2794,6075,4063,1,NA,0.0178172212862907,0.0959191344866743,Unchanged,8.024,0.101,7.835,8.219,0.001,0.001,9797,9797,9805,9445,1,NA,-0.0112830055050255,-0.0434013115731754,Unchanged,Unchanged Unchanged
MTDH,Max,12.641,0.511,11.68,13.613,0.007,0.005,4743,4743,4759,6655,1,NA,-0.208549310174611,-0.158732954988236,Unchanged,17.408,0.553,16.336,18.441,0.006,0.004,7744,7744,7781,9016,1,NA,0.153864386013164,0.137484448280519,Unchanged,Unchanged Unchanged
MTDH,Slope,18.814,19.962,1.674,55.603,0.556,0.5,1289,796,2513,1380,1,NA,2.86468706088076,0.412108904018186,Unchanged,1.117,0.116,0.91,1.329,0.001,0.001,8335,8149,8671,9801,1,NA,0.155307579871134,0.657899899807937,Unchanged,NA
MTDH,dof,4.169,3.454,0.662,10.651,0.045,0.032,5926,5926,4347,4541,1,NA,1.30182471239841,0.468491545504068,Unchanged,1.423,1.033,0.491,2.54,0.012,0.008,7559,7559,8727,8536,1,NA,-0.309914899031038,-0.234558771679794,Unchanged,NA
MTDH,k,0.101,0.379,-0.606,0.841,0.006,0.004,4682,4682,4748,6609,1,NA,2.65821148275179,3.02685529859181,Unchanged,-0.193,0.205,-0.594,0.166,0.002,0.002,8222,6683,8793,8663,1,NA,-0.214897884789524,-0.49903433975553,Unchanged,NA
MTDH,sigma,1.313,0.365,0.631,1.974,0.006,0.004,4365,4365,4104,3205,1,NA,-0.706764933783661,-0.757616604685964,Unchanged,0.587,0.238,0.22,1.023,0.003,0.002,6783,6594,6836,6552,1,NA,-0.564334539334427,-1.22106291243296,Unchanged,NA
MTOR,MP,6.647,0.288,6.07,7.036,0.01,0.007,831,822,878,3161,1,NA,0.158601845806215,0.413902338522358,Unchanged,9.46,0.516,8.696,10.551,0.011,0.008,2040,2018,2438,3907,1,NA,0.226235572109552,0.395942937958565,Unchanged,Unchanged Unchanged
MTOR,Max,22.727,2.049,18.762,25.381,0.075,0.053,755,744,844,3930,1.01,NA,0.637747352252228,0.26231718565192,Unchanged,16.483,2.457,13.718,21.066,0.068,0.048,1299,1299,1326,1534,1,NA,0.0750927694566268,0.0359132794532954,Unchanged,Unchanged Unchanged
MTOR,Slope,1.471,1.297,0.804,2.274,0.037,0.026,1252,1252,1870,2551,1,NA,-0.81225039686317,-0.707745733527895,Unchanged,0.674,0.137,0.43,0.884,0.003,0.002,1783,1783,1645,1263,1,NA,-0.573501109430322,-2.33389071081992,Down,NA
MTOR,dof,5.065,5.971,0.488,16.997,0.19,0.135,985,985,691,4529,1.01,NA,1.58268560927852,0.443041616295278,Unchanged,1.96,3.256,0.271,7.749,0.077,0.054,1800,1800,1060,807,1,NA,0.15200309344505,0.0602198817880584,Unchanged,NA
MTOR,k,-0.464,0.8,-1.956,1.334,0.012,0.011,4567,2430,4635,4223,1,NA,NA,NA,Unchanged,-0.323,0.447,-1.295,0.316,0.008,0.006,2815,2438,2986,3846,1,NA,0.528035432636321,0.842209978225443,Unchanged,NA
MTOR,sigma,2.302,1.249,0.658,4.248,0.052,0.037,578,578,636,1665,1.01,NA,0.103255983455683,0.0676987266733617,Unchanged,0.841,0.636,0.096,2.28,0.018,0.013,1240,1240,944,558,1,NA,-0.0455892421893351,-0.0598129521084108,Unchanged,NA
MTX2,MP,6.007,0.138,5.748,6.302,0.002,0.001,5257,5257,7761,5373,1.01,NA,0.0125431557749934,0.0432245160494965,Unchanged,7.933,0.13,7.688,8.175,0.001,0.001,14452,14452,14456,13029,1,NA,-0.0277380624678981,-0.0947447834227554,Unchanged,Unchanged Unchanged
MTX2,Max,22.292,1.515,19.502,25.145,0.027,0.019,3224,3224,3171,5710,1,NA,0.609866152087822,0.27167756486704,Unchanged,21.546,0.732,20.2,22.962,0.008,0.006,8629,8568,8763,9363,1,NA,0.461533983148639,0.360025584416415,Unchanged,Unchanged Unchanged
MTX2,Slope,13.718,17.669,0.902,45.803,0.676,0.512,683,596,989,821,1.01,NA,2.40895061221276,0.37979206323446,Unchanged,1.138,0.133,0.903,1.397,0.001,0.001,10114,10049,10187,11706,1,NA,0.182178951694401,0.710736965544793,Unchanged,NA
MTX2,dof,10.091,5.454,1.888,19.987,0.083,0.059,4292,4292,3396,2894,1,NA,2.57712058515899,0.688997590241835,Unchanged,6.935,4.903,1.102,16.31,0.046,0.032,11607,11607,9047,9220,1,NA,1.97504532165344,0.548682636203972,Unchanged,NA
MTX2,k,0.19,1.176,-2.062,2.414,0.022,0.016,2810,2810,2756,3235,1,NA,3.56985560833095,2.31122383123272,Unchanged,-0.226,0.417,-1.039,0.552,0.004,0.003,8669,7643,8840,9408,1,NA,0.0128240403575836,0.020582345926445,Unchanged,NA
MTX2,sigma,3.864,0.573,2.73,4.884,0.011,0.008,2799,2789,2809,2084,1,NA,0.850463244159226,0.719855283094645,Unchanged,1.525,0.3,0.956,2.083,0.003,0.002,8730,8730,8829,7644,1,NA,0.813042294893132,1.48494497845487,Up,NA
MYBBP1A,MP,5.813,0.161,5.535,5.995,0.008,0.006,418,408,183,56,1.02,NA,-0.0348185995195905,-0.131677201809345,Unchanged,7.983,0.12,7.861,8.289,0.049,0.036,6,6,16,23,1.36,NA,-0.0186736003738299,-0.0680377341587365,Unchanged,Unchanged Unchanged
MYBBP1A,Max,22.651,1.066,20.643,24.635,0.031,0.022,1145,1145,1146,4787,1,NA,0.632914837569937,0.335215646331049,Unchanged,21.263,0.221,20.759,21.605,0.071,0.052,10,10,19,11,1.3,NA,0.442459085611358,0.623633524078372,Unchanged,Unchanged Unchanged
MYBBP1A,Slope,16.742,21.876,1.551,63.608,2.393,1.802,84,74,180,52,1.03,NA,2.69635233402284,0.361599022562107,Unchanged,2.199,0.249,1.651,2.497,0.096,0.072,7,7,14,16,1.38,NA,1.13252599824279,3.37627006700675,Up,NA
MYBBP1A,dof,9.871,5.298,1.931,19.731,0.102,0.072,2689,2689,2454,3886,1,NA,2.54531958723985,0.68618713509118,Unchanged,0.244,0.393,0.107,0.402,0.049,0.035,65,65,12,32,1.25,NA,-2.85389750799463,-5.69255934545786,Down,NA
MYBBP1A,k,0.486,0.924,-1.302,2.084,0.044,0.036,438,326,442,4507,1.01,NA,4.92481250360578,3.66591692828387,Unchanged,-0.004,0.054,-0.013,0.011,0.001,0.002,1827,329,283,30,1.3,NA,-5.8073549220576,-75.8888261395977,Up,NA
MYBBP1A,sigma,3.001,0.404,2.187,3.745,0.012,0.009,1154,1074,1211,444,1.01,NA,0.485811468921741,0.483500061552681,Unchanged,0.038,0.173,0,0.098,0.027,0.019,41,41,8,16,1.42,NA,-4.51362371900089,-27.9557723244729,Down,NA
MYCBP,MP,6.095,0.072,5.987,6.24,0.002,0.001,1460,1460,1169,970,1,NA,0.0335247127560981,0.170955473768197,Unchanged,8.174,0.273,7.662,8.676,0.003,0.002,6516,6484,6412,8472,1,NA,0.0154376319034525,0.0365430986189632,Unchanged,Unchanged Unchanged
MYCBP,Max,15.461,0.467,14.697,16.187,0.011,0.008,1933,1933,1733,1960,1,NA,0.0819737277238626,0.0710650099632414,Unchanged,21.84,1.499,19.057,24.506,0.023,0.016,4389,4319,4446,6307,1,NA,0.48108678057004,0.267181594047181,Unchanged,Unchanged Unchanged
MYCBP,Slope,5.436,9.462,1.476,17.095,0.527,0.373,322,322,818,382,1.01,NA,1.07349781264939,0.28695946010554,Unchanged,0.989,0.286,0.574,1.408,0.004,0.004,4220,2437,9138,9670,1,NA,-0.0202791798530697,-0.0608893784871589,Unchanged,NA
MYCBP,dof,0.792,1.012,0.231,1.363,0.028,0.02,1309,1309,194,74,1.02,NA,-1.09430432433037,-1.16983646604291,Down,9.645,6.074,0.69,20.47,0.097,0.069,3892,3892,2150,859,1,NA,2.45093067737894,0.597032656382117,Unchanged,NA
MYCBP,k,0.013,0.239,-0.385,0.43,0.005,0.004,2212,2077,2510,1477,1.01,NA,-0.299560281858908,-0.454508303314379,Unchanged,-0.4,0.773,-1.902,1.032,0.009,0.007,8099,5613,8589,8644,1,NA,0.836501267717121,0.988647871186344,Unchanged,NA
MYCBP,sigma,0.736,0.664,0.034,1.782,0.029,0.02,532,532,169,58,1.02,NA,-1.54185417861953,-1.44872209922892,Down,2.125,0.481,1.004,2.98,0.013,0.009,1394,1394,1897,748,1,NA,1.29169589346795,1.78166476155055,Up,NA
MYCBP2,MP,6.162,0.402,5.476,6.994,0.007,0.005,3252,3252,3430,3927,1,NA,0.049297174287875,0.10262764104101,Unchanged,8.487,0.103,8.286,8.673,0.001,0.001,16876,16876,16891,13677,1,NA,0.0696500660002028,0.266876120554081,Unchanged,Unchanged Unchanged
MYCBP2,Max,14.139,1.876,10.812,17.899,0.028,0.02,4626,4626,4650,3085,1,NA,-0.0469798192537751,-0.0186747327634415,Unchanged,20.121,0.5,19.226,21.107,0.005,0.004,8694,8665,8768,11050,1,NA,0.362815932198747,0.34295210209798,Unchanged,Unchanged Unchanged
MYCBP2,Slope,30.102,28.16,0.53,83.328,0.437,0.309,4153,4153,4166,4213,1,NA,3.54273979536745,0.41131573860762,Unchanged,0.969,0.082,0.821,1.129,0.001,0.001,9863,9863,9766,11579,1,NA,-0.0497530351970994,-0.245820671907654,Unchanged,NA
MYCBP2,dof,11.978,5.861,2.214,22.516,0.068,0.048,7499,7499,6211,5408,1,NA,2.8244384725684,0.712972796825837,Unchanged,9.007,5.426,1.121,18.991,0.048,0.034,12655,12655,9090,5982,1,NA,2.3521961005452,0.602825273741715,Unchanged,NA
MYCBP2,k,0.605,1.521,-2.262,3.488,0.024,0.017,4010,4010,4025,2781,1,NA,5.24079133216196,2.993638402102,Unchanged,-0.252,0.287,-0.792,0.3,0.003,0.002,9380,8987,9436,11268,1,NA,0.169925001442312,0.329193347297616,Unchanged,NA
MYCBP2,sigma,4.905,0.676,3.662,6.212,0.009,0.006,5484,5484,5267,5071,1,NA,1.19462128643005,0.929335775191069,Unchanged,0.887,0.156,0.583,1.177,0.002,0.001,8237,8237,8712,5264,1,NA,0.0312390618565846,0.0785893944155744,Unchanged,NA
MYL12B,MP,7.685,0.14,7.36,7.872,0.003,0.002,1763,1763,3016,1851,1,NA,0.367943751826657,1.31893884138126,Up,9.039,0.306,8.523,9.575,0.009,0.006,1125,1115,1273,4851,1,NA,0.160558562198413,0.373137817137632,Unchanged,Unchanged Up
MYL12B,Max,24.498,0.304,23.897,25.055,0.004,0.003,5554,5541,5715,6678,1,NA,0.746004066956023,0.73360314744987,Unchanged,23.751,0.778,21.957,24.975,0.013,0.009,3484,3484,4321,4099,1,NA,0.602102181531406,0.449316223679129,Unchanged,Unchanged Unchanged
MYL12B,Slope,1.343,0.154,1.078,1.636,0.002,0.002,3989,3608,5152,4044,1,NA,-0.943588338690558,-1.33447812985671,Down,0.969,0.129,0.733,1.191,0.003,0.002,1533,1430,1556,1191,1,NA,-0.0497530351970994,-0.20158630322656,Unchanged,NA
MYL12B,dof,0.708,0.228,0.351,1.114,0.003,0.002,4265,4265,3834,4491,1,NA,-1.25605539432699,-1.6355234563242,Down,2.129,3.103,0.255,7.457,0.06,0.043,2658,2658,794,827,1,NA,0.271325388894773,0.109532771886206,Unchanged,NA
MYL12B,k,-0.079,0.181,-0.408,0.259,0.003,0.002,4971,3640,5797,5339,1,NA,NA,NA,Unchanged,-0.211,0.333,-0.938,0.305,0.006,0.005,2919,2703,2771,4368,1,NA,-0.086255733350419,-0.156623705451827,Unchanged,NA
MYL12B,sigma,0.548,0.266,0.157,1.038,0.005,0.003,3453,3453,2972,3092,1,NA,-1.96738405171602,-2.60383637311681,Down,0.98,0.691,0.086,2.314,0.021,0.015,1071,1071,714,609,1,NA,0.175086706558091,0.227433671340776,Unchanged,NA
MYO9B,MP,6.051,0.189,5.692,6.435,0.002,0.002,6839,6638,8301,6261,1,NA,0.0230720765826413,0.0686547331943274,Unchanged,8.091,0.44,7.281,8.935,0.008,0.006,2949,2722,4059,2846,1,NA,0.000713410839553488,0.00132225621558159,Unchanged,Unchanged Unchanged
MYO9B,Max,33.22,2.52,28.656,38.033,0.04,0.028,3991,3991,3841,3365,1,NA,1.18539216685945,0.409641894156845,Unchanged,17.702,1.997,14.122,21.52,0.057,0.04,1237,1237,1205,653,1,NA,0.178026291800076,0.0848532535897589,Unchanged,Unchanged Unchanged
MYO9B,Slope,6.599,8.801,0.777,24.48,0.324,0.229,740,740,1336,573,1,NA,1.35319977429593,0.293633940704326,Unchanged,2.804,7.857,0.215,7.858,0.432,0.306,330,330,883,277,1.01,NA,1.48316474339844,1.47106425548552,Unchanged,NA
MYO9B,dof,9.581,5.959,0.853,20.189,0.084,0.059,5032,5032,3854,3981,1,NA,2.50229958282618,0.647241324360977,Unchanged,9.418,5.948,0.63,19.907,0.103,0.072,3367,3367,2096,1127,1,NA,2.41657016174201,0.596293242498721,Unchanged,NA
MYO9B,k,0.171,1.757,-3.175,3.513,0.028,0.019,4079,4079,3966,4631,1,NA,3.4178525148859,1.81026261107193,Unchanged,-0.219,1.063,-2.195,1.775,0.024,0.018,1970,1818,2062,1350,1,NA,-0.0325678624564307,-0.0330901768823967,Unchanged,NA
MYO9B,sigma,6.338,1.14,3.922,8.329,0.02,0.014,3260,3260,3640,3562,1,NA,1.56439580970569,0.925736986766122,Unchanged,2.722,0.599,1.515,3.869,0.016,0.011,1478,1478,1693,1003,1,NA,1.64890011905952,2.08377249780449,Up,NA
MYSM1,MP,6.153,0.104,5.991,6.33,0.002,0.002,2024,2024,2030,5241,1,NA,0.0471884844495317,0.207880803255441,Unchanged,8.381,0.196,8.022,8.759,0.002,0.001,11451,11426,11589,10815,1,NA,0.051517781511045,0.143043153219861,Unchanged,Unchanged Unchanged
MYSM1,Max,12.354,0.457,11.494,13.213,0.007,0.005,4004,4004,3971,5532,1,NA,-0.241681670636873,-0.195065311938815,Unchanged,19.579,0.807,18.15,21.179,0.01,0.007,7219,7148,7456,8178,1,NA,0.323421005296621,0.240912926450952,Unchanged,Unchanged Unchanged
MYSM1,Slope,6.804,10.513,1.281,27.335,0.432,0.324,592,526,1348,705,1,NA,1.39733549754538,0.289207454292223,Unchanged,0.815,0.112,0.61,1.025,0.001,0.001,7688,7688,7556,8511,1,NA,-0.299449641493741,-1.27460004253304,Unchanged,NA
MYSM1,dof,2.726,2.094,0.474,5.911,0.035,0.025,3574,3574,1436,679,1,NA,0.688908902395226,0.336041089026024,Unchanged,4.436,3.485,0.82,10.807,0.036,0.025,9493,9493,8535,10340,1,NA,1.33040880460419,0.45608709921053,Unchanged,NA
MYSM1,k,0.047,0.295,-0.511,0.639,0.005,0.004,3467,3467,3492,5315,1,NA,1.55458885167764,1.98565148202708,Unchanged,-0.515,0.438,-1.354,0.283,0.005,0.004,7524,5859,8223,7939,1,NA,1.20107370001298,1.90042355384406,Unchanged,NA
MYSM1,sigma,1.128,0.352,0.471,1.794,0.01,0.007,1338,1338,1181,609,1,NA,-0.925864782277754,-0.999954271337539,Unchanged,1.088,0.293,0.575,1.647,0.003,0.002,8061,8061,7793,8246,1,NA,0.32591160880586,0.61032564546389,Unchanged,NA
NAMPT,MP,5.955,0.127,5.708,6.189,0.002,0.001,4479,4470,6117,6688,1,NA,0,0,Unchanged,7.829,0.143,7.556,8.093,0.001,0.001,14472,14437,14546,13009,1,NA,-0.0467765679458086,-0.152154526603791,Unchanged,Unchanged Unchanged
NAMPT,Max,16.204,1.071,14.291,18.206,0.019,0.013,3249,3249,3076,2542,1,NA,0.149690083696153,0.0800573883912374,Unchanged,15.255,0.52,14.302,16.258,0.006,0.004,8602,8484,8762,9088,1,NA,-0.0366038957711565,-0.0339300423681958,Unchanged,Unchanged Unchanged
NAMPT,Slope,8.487,12.341,0.845,30.842,0.613,0.449,406,379,952,403,1,NA,1.71620703399941,0.33103717049061,Unchanged,0.879,0.095,0.705,1.059,0.001,0.001,9741,9741,9562,11619,1,NA,-0.190386535468776,-0.877422525211834,Unchanged,NA
NAMPT,dof,1.992,0.875,0.752,3.435,0.015,0.011,3261,3261,3336,4466,1,NA,0.236340987658098,0.164111480271918,Unchanged,11.216,5.74,2.128,21.948,0.049,0.035,13597,13597,11157,9700,1,NA,2.6686357884531,0.649408073470287,Unchanged,NA
NAMPT,k,0.217,0.762,-1.225,1.68,0.015,0.011,2593,2593,2544,2115,1,NA,3.76155123244448,3.02294543715864,Unchanged,-0.405,0.341,-1.064,0.224,0.004,0.003,8303,7214,8493,8952,1,NA,0.854423175714383,1.5241235552748,Unchanged,NA
NAMPT,sigma,2.31,0.584,1.248,3.393,0.012,0.01,2228,1702,2742,2263,1,NA,0.108261001626873,0.0918271043587843,Unchanged,0.884,0.129,0.652,1.131,0.001,0.001,12082,12082,11791,9246,1,NA,0.0263513269469521,0.0738233781189895,Unchanged,NA
NAP1L4,MP,5.867,0.193,5.49,6.227,0.002,0.002,6999,6999,6452,8484,1,NA,-0.0214785160801114,-0.0641724670093269,Unchanged,7.776,0.163,7.465,8.073,0.002,0.001,10327,10327,10767,11210,1,NA,-0.0565763925114252,-0.172952613270126,Unchanged,Unchanged Unchanged
NAP1L4,Max,30.93,2.249,26.841,35.256,0.072,0.051,975,975,942,777,1,NA,1.08234692698634,0.394833231954922,Unchanged,21.581,0.625,20.439,22.801,0.007,0.005,8332,8274,8619,8362,1,NA,0.463875640927604,0.391293954334852,Unchanged,Unchanged Unchanged
NAP1L4,Slope,3.741,9.653,0.601,9.044,1.131,0.803,73,73,369,110,1.01,NA,0.534376322432826,0.194287476445938,Unchanged,0.995,0.115,0.786,1.205,0.001,0.001,8555,8392,8793,9126,1,NA,-0.0115531751811694,-0.0489405140461375,Unchanged,NA
NAP1L4,dof,10.756,5.601,2.252,21.253,0.071,0.05,6276,6276,6116,7310,1,NA,2.66919309546289,0.696469362738897,Unchanged,1.647,0.96,0.585,2.971,0.011,0.008,7036,7036,7209,8299,1,NA,-0.0990100058311658,-0.069442295579602,Unchanged,NA
NAP1L4,k,-0.461,1.683,-3.568,2.721,0.043,0.031,1498,1498,1404,2005,1,NA,NA,NA,Unchanged,-0.322,0.355,-1.021,0.33,0.004,0.003,8406,7355,9060,8736,1,NA,0.523561956057013,0.91189638469093,Unchanged,NA
NAP1L4,sigma,4.251,0.609,3.12,5.412,0.012,0.009,2468,2155,2834,2526,1,NA,0.988170408962627,0.810843491580917,Unchanged,1.115,0.361,0.479,1.778,0.005,0.003,6408,6408,6009,5429,1,NA,0.361276762363188,0.614602941426417,Unchanged,NA
NBN,MP,6.141,0.186,5.916,6.524,0.004,0.003,2011,2005,2208,3078,1,NA,0.0443720949930905,0.145960838793061,Unchanged,8.242,0.422,7.473,9.053,0.007,0.005,3746,3746,3464,1884,1,NA,0.0273898521632934,0.0519403427016792,Unchanged,Unchanged Unchanged
NBN,Max,13.155,0.733,11.889,14.604,0.016,0.011,2059,2059,2007,2343,1,NA,-0.151048657937032,-0.0970077037313752,Unchanged,25.319,2.717,20.506,30.84,0.055,0.039,2435,2435,2341,1011,1,NA,0.694334349476203,0.280011545950738,Unchanged,Unchanged Unchanged
NBN,Slope,15.09,19.178,1.423,51.975,1.127,0.955,290,202,729,393,1.01,NA,2.54647325729605,0.378369345396864,Unchanged,0.855,0.343,0.415,1.374,0.007,0.005,2537,2537,3511,1518,1,NA,-0.23032528083892,-0.644920950383249,Unchanged,NA
NBN,dof,2.276,2.33,0.451,5.857,0.052,0.037,2004,2004,1689,3448,1,NA,0.428623897896598,0.209675947298344,Unchanged,9.63,5.918,0.564,20.233,0.076,0.054,6076,6076,2363,902,1,NA,2.4486852371733,0.59816641521639,Unchanged,NA
NBN,k,0.126,0.45,-0.721,0.993,0.009,0.006,2744,2744,2493,3503,1,NA,2.97727992349992,3.11494695640721,Unchanged,-0.787,1.124,-2.958,1.26,0.013,0.01,7090,5793,7487,8563,1,NA,1.81286490344988,1.78696991282651,Unchanged,NA
NBN,sigma,1.806,0.679,0.73,3.241,0.019,0.013,1326,1326,1451,3076,1,NA,-0.246833957195689,-0.193505826616124,Unchanged,2.752,0.579,1.611,3.886,0.015,0.011,1404,1404,2224,876,1,NA,1.66471352225762,2.13997149493933,Up,NA
NCAM1,MP,5.974,0.238,5.417,6.427,0.004,0.003,3257,3257,4533,2664,1,NA,0.00459572955931424,0.011729297002405,Unchanged,7.642,0.222,7.225,8.061,0.003,0.002,5585,5466,5595,5818,1,NA,-0.0816543537596948,-0.212872653312578,Unchanged,Unchanged Unchanged
NCAM1,Max,16.795,1.696,13.655,19.949,0.026,0.018,4256,4256,4115,5146,1,NA,0.201371889131577,0.0849395088858336,Unchanged,17.419,1.015,15.505,19.327,0.017,0.012,3692,3449,3929,1882,1,NA,0.154775727557224,0.102635837379345,Unchanged,Unchanged Unchanged
NCAM1,Slope,14.946,20.491,0.645,60.14,0.707,0.5,840,840,1421,813,1,NA,2.53263987884399,0.346879953028432,Unchanged,1.262,0.286,0.8,1.793,0.003,0.002,8522,7290,9747,10783,1,NA,0.331390304370369,0.911883491017453,Unchanged,NA
NCAM1,dof,10.457,5.629,2.001,20.994,0.095,0.067,3507,3507,3079,3000,1,NA,2.62852045250791,0.686001127539678,Unchanged,10.099,6.01,0.724,20.736,0.097,0.068,3853,3853,1579,448,1,NA,2.51728997880403,0.609632627577614,Unchanged,NA
NCAM1,k,0.156,1.364,-2.361,2.679,0.023,0.016,3534,3534,3437,4624,1,NA,3.28540221886225,2.00451667502642,Unchanged,-0.15,0.624,-1.355,1.028,0.007,0.005,8575,6609,8695,9075,1,NA,-0.578536231561723,-0.758706191244235,Unchanged,NA
NCAM1,sigma,3.603,0.565,2.572,4.699,0.011,0.008,2583,2583,2561,2732,1,NA,0.749566801750243,0.638467941543299,Unchanged,2.211,0.41,1.389,2.959,0.016,0.011,671,671,1442,419,1,NA,1.34893207737175,2.08737000139647,Up,NA
NCAPD3,MP,5.914,0.119,5.653,6.091,0.002,0.001,3232,3232,3075,7559,1,NA,-0.00996726463115219,-0.0386293268030994,Unchanged,7.917,0.215,7.524,8.318,0.003,0.002,6365,6342,6462,8752,1,NA,-0.0306507600697815,-0.0819926009827798,Unchanged,Unchanged Unchanged
NCAPD3,Max,19.693,1.151,17.587,21.876,0.023,0.016,2569,2569,2504,2661,1,NA,0.431022999386705,0.220240250408019,Unchanged,22.122,0.707,20.814,23.479,0.008,0.006,7385,7355,7466,9452,1,NA,0.499595746577799,0.396745164862083,Unchanged,Unchanged Unchanged
NCAPD3,Slope,8.989,12.198,0.956,33.35,0.647,0.482,356,321,700,314,1,NA,1.79911298560019,0.333942846282417,Unchanged,1.074,0.183,0.772,1.415,0.003,0.002,3931,3897,4304,5608,1,NA,0.0986723873732321,0.33741495617688,Unchanged,NA
NCAPD3,dof,9.411,5.54,1.771,19.936,0.115,0.081,2316,2316,2036,2700,1,NA,2.47647137015478,0.660884952296525,Unchanged,2.035,1.356,0.583,4.068,0.016,0.012,6888,6888,2167,638,1,NA,0.206178233596089,0.119652458349014,Unchanged,NA
NCAPD3,k,0.466,0.955,-1.374,2.229,0.018,0.012,2967,2967,2887,5410,1,NA,4.86418614465428,3.51005927685524,Unchanged,-0.241,0.37,-0.958,0.438,0.004,0.003,7418,6221,7876,7918,1,NA,0.105534414172357,0.180824170439934,Unchanged,NA
